cpu_cores,cpu_frequency,gpu_memory,disk_capacity,network_speed,processes,cpu_temperature,gpu_temperature,disk_temperature,network_bandwidth,network_latency,process_memory_usage,process_cpu_usage,cpu_power_usage,gpu_power_usage,disk_power_usage,network_power_usage
42,2.45,22.96,10000.0,55.868,769,57.11,63.82,21.39,784.88,45.1,211,54,298.8,340.77,2.12,6.75
48,2.73,19.19,10000.0,54.585,4577,67.76,60.21,20.18,108.32,43.6,234,55,254.43,296.8,4.28,3.85
39,2.86,23.8,10000.0,67.007,8065,64.44,59.72,20.4,240.11,40.14,188,50,260.94,343.39,4.69,7.84
36,1.28,26.67,10000.0,59.217,4041,70.87,67.56,22.23,391.9,72.09,978,37,298.98,321.22,4.42,8.48
53,1.9,21.1,10000.0,55.941,5732,77.16,56.85,20.7,365.52,14.41,720,61,263.32,318.89,6.52,1.92
63,2.55,20.88,10000.0,38.598,6781,72.44,65.53,22.8,704.61,74.57,640,50,262.55,310.04,5.75,4.29
61,2.91,11.88,10000.0,56.861,9387,56.61,67.61,20.38,354.53,82.74,502,42,251.93,340.18,4.09,7.65
9,1.93,23.37,10000.0,61.476,3646,73.81,61.56,20.09,768.22,87.34,716,54,270.06,325.84,8.36,1.1
58,3.15,22.78,10000.0,45.363,3441,68.85,65.48,20.01,962.48,29.39,322,70,296.77,331.67,8.82,8.71
4,2.68,20.47,10000.0,47.848,986,63.49,71.53,21.55,774.34,25.87,948,36,277.28,269.5,1.87,9.71
50,3.56,18.95,10000.0,49.776,2876,71.64,71.67,24.43,27.74,41.22,544,47,271.67,263.63,4.68,1.68
63,3.45,26.19,10000.0,49.292,892,68.35,70.9,20.95,288.52,53.16,396,69,270.98,338.53,7.28,2.07
64,3.06,21.55,10000.0,61.012,6689,69.77,70.79,20.26,235.3,21.8,965,39,296.76,260.92,5.5,4.93
24,3.79,20.06,10000.0,56.665,1810,77.86,67.23,20.42,14.72,18.49,843,54,261.41,312.33,2.18,1.72
15,2.39,13.34,10000.0,58.835,1389,71.01,64.12,20.11,393.18,58.68,636,59,265.01,297.45,3.59,4.1
37,0.75,18.14,10000.0,60.481,633,57.22,64.76,21.34,884.12,88.12,838,57,266.32,271.37,4.41,2.05
28,1.23,21.47,10000.0,51.351,5065,67.51,66.05,21.16,453.15,34.57,463,66,290.29,339.61,7.94,6.25
24,3.11,22.75,10000.0,66.804,7920,73.61,64.6,21.12,831.46,24.51,700,45,250.3,313.88,2.67,7.09
31,3.56,20.73,10000.0,34.749,7688,68.44,56.05,21.09,168.47,76.72,831,65,278.5,332.21,7.31,5.86
37,2.81,22.38,10000.0,49.845,1165,71.79,64.96,21.62,889.24,89.91,359,39,268.34,347.18,3.59,8.41
7,2.62,20.15,10000.0,38.577,3533,68.04,59.61,24.04,537.6,31.15,376,49,269.72,327.45,4.53,2.27
30,3.18,20.53,10000.0,69.991,3208,58.56,60.88,24.38,810.2,51.9,899,50,285.84,344.78,9.84,7.74
60,2.04,17.48,10000.0,52.87,6650,77.38,64.97,23.52,634.18,26.77,362,56,258.69,324.7,3.43,9.46
7,1.59,24.21,10000.0,58.774,9942,55.06,62.33,20.99,203.23,61.39,173,49,265.13,300.12,7.58,6.4
34,3.62,16.03,10000.0,53.953,9894,56.76,65.97,20.92,255.44,7.07,600,48,252.15,296.52,7.77,2.28
60,1.0,19.88,10000.0,64.988,3684,57.82,66.05,23.13,453.62,36.59,255,36,282.77,292.96,9.07,2.27
53,2.12,24.29,10000.0,67.826,6616,62.7,56.49,22.75,352.44,75.64,977,44,268.22,288.27,3.52,7.9
15,2.9,22.24,10000.0,63.11,941,77.87,59.92,24.15,61.14,20.78,732,53,250.02,292.19,1.02,3.49
13,3.65,20.92,10000.0,57.478,2291,60.24,71.82,23.8,987.26,12.61,326,54,283.61,250.49,5.09,8.57
49,0.71,21.56,10000.0,55.984,1098,69.74,63.94,20.28,718.23,57.81,834,49,261.93,284.27,9.89,4.73
8,3.61,15.82,10000.0,54.605,2675,71.68,61.46,21.52,551.14,98.05,357,57,256.33,265.19,1.96,6.2
22,2.45,20.19,10000.0,54.447,7998,69.35,71.62,22.36,30.18,3.81,840,64,259.63,327.2,5.19,2.22
16,1.09,21.66,10000.0,56.172,5416,71.55,68.9,22.61,556.19,98.87,212,47,279.98,339.69,1.13,5.0
9,3.04,22.06,10000.0,46.839,4219,68.75,68.74,20.85,728.52,15.57,847,60,294.33,260.9,2.41,5.63
19,1.9,19.27,10000.0,59.563,950,55.69,71.84,24.46,302.38,79.17,345,43,295.3,295.53,3.18,1.18
6,3.07,17.61,10000.0,60.296,5567,77.89,58.54,23.48,653.97,22.52,916,46,252.43,282.41,4.03,4.11
55,1.62,16.4,10000.0,50.003,397,57.55,64.47,21.24,10.11,27.83,531,38,252.27,258.52,9.3,7.4
17,2.21,21.95,10000.0,65.7,8315,72.67,66.8,20.79,664.76,13.42,583,44,278.67,330.31,5.91,6.36
26,3.36,17.9,10000.0,75.076,8300,67.91,56.36,22.3,446.29,69.61,847,36,271.59,342.01,9.25,2.57
59,3.88,14.67,10000.0,66.16,6998,71.71,67.24,23.26,109.13,17.4,117,35,263.44,282.84,1.69,4.3
63,2.35,24.58,10000.0,70.676,8590,67.53,57.33,23.49,914.58,15.73,223,67,287.0,259.72,9.84,4.74
38,0.46,18.6,10000.0,61.522,8622,67.48,58.32,20.76,790.82,98.68,732,60,254.44,261.41,5.85,6.76
17,4.35,18.52,10000.0,61.269,4351,58.72,55.57,22.77,456.02,66.66,861,43,256.61,280.71,1.91,6.63
12,2.54,16.59,10000.0,56.358,7276,63.36,59.98,22.97,876.85,64.68,656,35,277.72,259.35,3.52,9.58
1,3.59,21.95,10000.0,57.951,2059,69.89,55.47,23.24,102.19,7.75,309,35,265.99,294.32,9.97,9.61
26,3.78,17.23,10000.0,63.192,8608,60.57,56.26,20.77,638.89,97.72,616,44,265.0,326.61,1.43,8.91
47,0.51,28.82,10000.0,67.601,4454,76.59,59.06,20.28,337.61,52.13,912,42,295.26,292.16,5.25,4.59
57,3.58,18.84,10000.0,63.507,8628,73.7,66.54,23.22,649.12,49.55,993,48,277.33,265.89,6.77,9.96
17,1.53,23.1,10000.0,47.832,9386,62.8,58.85,20.54,281.34,86.73,588,70,253.41,315.02,3.29,2.63
49,1.96,20.24,10000.0,54.384,7930,68.27,68.7,21.61,655.32,20.02,446,46,270.82,289.6,8.28,3.0
19,1.86,16.74,10000.0,71.347,6755,63.55,61.91,24.63,885.25,89.62,962,68,251.15,318.8,1.9,1.6
13,2.08,24.74,10000.0,49.353,1303,74.76,57.33,23.25,264.23,54.94,105,50,255.29,323.13,9.54,2.07
30,2.13,12.48,10000.0,65.82,678,77.47,71.44,22.62,940.96,26.23,888,58,256.2,332.73,5.43,1.6
36,1.05,17.09,10000.0,66.145,4432,71.22,68.52,23.74,546.84,58.27,359,65,256.89,330.18,2.79,5.38
35,2.26,19.65,10000.0,76.177,6708,63.38,64.49,23.22,358.47,19.18,974,60,263.87,298.29,3.46,8.8
49,4.06,15.38,10000.0,70.579,7058,70.94,60.22,23.22,333.79,23.05,391,55,273.26,317.16,5.82,7.12
24,3.47,18.75,10000.0,47.286,6405,66.18,66.61,24.19,254.56,14.47,523,53,261.62,319.01,7.06,3.07
18,3.55,18.31,10000.0,40.769,1703,77.94,55.25,21.56,562.92,73.78,999,52,286.21,328.29,2.85,7.02
22,4.14,15.94,10000.0,58.048,620,59.93,66.79,20.07,917.79,73.12,688,55,273.48,308.42,6.03,6.8
52,0.84,22.76,10000.0,66.921,3159,66.04,59.02,21.17,489.44,43.34,687,61,283.91,326.95,3.33,4.68
58,2.68,15.44,10000.0,58.107,9509,73.03,66.68,21.4,489.01,66.04,344,51,258.64,265.33,3.71,1.29
45,2.28,24.56,10000.0,58.428,5753,73.41,69.58,24.41,990.6,73.18,597,47,270.77,290.71,8.68,8.04
2,2.94,23.16,10000.0,55.22,1928,55.84,64.44,23.18,287.48,68.45,868,61,265.95,314.95,2.47,7.03
56,2.93,18.89,10000.0,65.781,4656,68.06,57.73,21.37,432.73,15.57,809,35,281.23,301.83,6.44,3.96
22,3.18,18.78,10000.0,41.133,8851,55.41,62.27,21.67,451.29,88.17,956,55,262.04,289.33,3.63,9.31
59,2.03,22.53,10000.0,66.5,8508,57.79,56.12,23.84,822.56,51.1,199,48,262.64,261.88,9.41,1.38
13,2.95,21.34,10000.0,76.043,9019,72.8,67.35,21.0,800.94,15.92,694,47,263.98,316.33,4.89,2.27
7,2.41,16.61,10000.0,53.982,137,66.25,71.82,20.77,502.84,18.44,846,67,256.78,282.67,6.75,4.07
29,1.74,16.93,10000.0,61.046,6863,55.12,71.14,24.25,944.42,71.02,282,38,251.86,278.66,9.61,6.54
33,1.96,19.63,10000.0,59.241,1111,63.22,71.6,20.03,865.57,65.05,189,44,257.6,288.94,6.95,3.92
60,5.01,27.4,10000.0,43.373,8806,74.93,55.4,21.81,403.98,71.75,528,47,260.85,291.06,7.22,7.77
27,3.35,21.58,10000.0,57.889,9838,62.27,59.63,21.37,851.62,60.24,563,44,270.58,293.43,3.92,9.61
30,-0.13,19.24,10000.0,42.976,5095,56.83,64.9,20.98,491.12,55.26,328,47,280.48,305.93,1.71,9.37
42,2.68,21.29,10000.0,56.458,7132,64.43,59.21,21.24,83.29,45.86,397,67,255.99,258.0,2.09,5.81
14,1.89,14.49,10000.0,63.753,7905,69.57,57.02,23.6,907.41,41.56,746,38,262.56,278.14,1.34,3.83
12,2.76,16.76,10000.0,75.37,4489,72.92,61.56,24.15,203.47,63.42,285,53,290.12,269.17,3.72,5.94
37,3.75,27.05,10000.0,58.303,7673,60.47,67.53,20.97,161.7,69.72,709,65,253.39,307.43,8.85,5.82
53,3.61,21.74,10000.0,53.649,3741,63.47,64.3,20.33,715.54,2.47,208,56,291.19,332.15,3.55,4.25
52,3.4,18.01,10000.0,58.581,3905,66.12,69.72,23.47,870.22,75.49,272,42,299.67,315.99,4.43,1.64
2,1.94,15.05,10000.0,51.353,4552,76.84,64.88,24.02,819.9,75.82,818,53,292.94,349.08,5.17,5.91
27,3.12,24.27,10000.0,64.899,3219,74.5,71.62,23.83,867.27,14.05,823,63,252.73,301.31,5.54,5.65
13,1.65,23.84,10000.0,54.593,3884,66.43,64.86,20.63,371.48,33.76,633,50,279.38,312.62,5.13,5.6
53,1.2,22.18,10000.0,39.322,5792,62.1,55.67,20.18,472.03,55.0,674,53,263.66,303.86,1.25,1.11
60,3.19,18.31,10000.0,74.38,8367,69.56,55.36,20.25,937.2,96.95,321,61,294.23,285.93,1.38,3.06
44,3.2,21.85,10000.0,56.14,4019,57.17,66.61,22.61,4.55,12.82,721,66,253.3,318.16,3.19,2.21
6,3.3,23.85,10000.0,55.615,8227,64.61,56.94,20.35,849.98,35.8,417,58,290.08,321.33,2.44,2.8
56,4.71,12.38,10000.0,54.205,3151,72.29,58.73,20.94,377.84,67.17,602,68,286.11,332.04,9.34,3.26
15,3.54,24.48,10000.0,60.322,796,63.17,58.23,20.18,88.77,19.63,269,70,254.91,282.3,9.28,2.17
45,2.11,26.31,10000.0,55.735,6246,58.58,58.91,24.45,557.12,99.39,246,42,266.55,265.02,6.52,2.75
4,2.76,20.75,10000.0,45.527,3482,58.64,71.66,22.58,611.97,12.43,883,37,291.0,289.81,8.59,6.69
41,0.85,17.59,10000.0,50.791,6773,75.27,68.49,24.9,817.37,41.43,230,37,261.1,277.7,4.64,7.26
39,2.97,22.43,10000.0,39.119,1307,77.44,68.89,22.11,637.61,28.69,484,36,262.57,262.13,6.16,9.66
21,2.24,23.35,10000.0,53.425,8610,56.53,58.46,21.52,812.46,27.15,797,68,291.86,299.56,1.17,9.18
5,2.35,26.94,10000.0,53.75,9261,75.58,63.3,23.86,51.72,89.13,625,51,276.03,251.7,9.59,3.26
21,3.6,22.84,10000.0,67.633,4882,72.15,58.17,23.4,463.07,37.31,221,49,296.93,322.2,5.69,9.35
25,1.72,18.15,10000.0,54.991,716,72.76,65.13,23.52,427.33,42.05,623,41,282.66,306.42,1.99,3.29
7,1.17,21.73,10000.0,73.059,1844,73.24,68.39,24.32,241.56,19.91,433,47,262.4,288.29,3.48,8.77
26,2.59,15.9,10000.0,60.53,853,75.7,57.29,22.2,903.35,98.08,832,56,277.97,320.28,7.47,6.38
15,2.86,22.51,10000.0,57.329,8995,73.41,68.14,22.48,409.46,95.41,308,70,252.23,259.83,8.77,2.95
53,3.46,21.09,10000.0,69.56,7783,55.43,63.99,20.52,573.54,21.79,331,50,258.94,252.94,3.41,6.4
32,1.11,18.41,10000.0,72.975,9407,63.67,64.8,20.16,491.95,8.67,464,58,298.04,305.22,7.46,2.8
39,2.57,15.01,10000.0,44.759,9899,72.62,65.38,24.06,733.41,78.78,915,39,258.98,338.0,8.64,4.75
27,2.26,17.08,10000.0,42.993,3263,70.17,59.01,21.48,417.86,10.28,166,41,285.52,320.39,5.11,1.96
20,1.0,22.65,10000.0,62.812,7083,59.56,64.77,22.23,729.28,63.11,235,42,277.12,346.71,3.57,5.95
51,1.37,17.87,10000.0,51.151,9811,76.07,65.76,23.28,928.73,68.87,918,48,276.38,298.32,1.42,2.73
35,1.6,13.42,10000.0,54.438,7444,77.1,56.77,22.58,972.2,62.12,554,52,278.6,344.3,3.59,7.65
